BSN,Portfoy,Tahsilat,Tarih
BSN0134265,BANK2P2,36.02,7/4/2012
BSN0573413,BANK2P2,185.00,7/25/2013
BSN0580599,BANK2P2,169.20,8/28/2012
BSN0534161,BANK2P2,250.00,12/7/2012
BSN0579662,BANK2P2,100.00,8/10/2012
BSN0565443,BANK2P2,239.47,10/2/2012
BSN0568077,BANK2P2,1.46,8/22/2012
BSN0567906,BANK2P2,704.35,1/25/2013
BSN0460522,BANK2P2,108.11,11/29/2012
BSN0570304,BANK2P2,4.49,4/5/2013
BSN0570611,BANK2P2,1100.00,10/22/2012
BSN0571778,BANK2P2,3426.88,11/30/2012
BSN0567511,BANK2P2,502.29,3/1/2013
BSN0575714,BANK2P2,250.00,8/27/2012
BSN0565366,BANK2P2,1439.12,2/21/2013
BSN0576131,BANK2P2,76.79,4/8/2013
BSN0565329,BANK2P2,279.84,4/19/2013
BSN0566193,BANK2P2,2750.00,4/30/2013
BSN0572358,BANK2P2,553.21,6/13/2012
BSN0567705,BANK2P2,89.80,3/29/2013
BSN0288289,BANK2P2,32.05,7/13/2012
BSN0573575,BANK2P2,250.00,6/18/2013
BSN0565531,BANK2P2,9.15,8/19/2013
BSN0565474,BANK2P2,237.56,11/15/2012
BSN0570280,BANK2P2,40.60,5/9/2013
BSN0579181,BANK2P2,47.12,1/2/2013
BSN0568495,BANK2P2,1000.00,11/26/2012
BSN0569838,BANK2P2,48.56,11/28/2012
BSN0566290,BANK2P2,361.13,9/25/2013
BSN0531515,BANK2P2,141.98,11/1/2013
BSN0578468,BANK2P2,200.00,2/19/2013
BSN0583041,BANK2P2,52.00,10/23/2012
BSN0492200,BANK2P2,153.72,2/20/2014
BSN0577132,BANK2P2,100.00,7/27/2012
BSN0474921,BANK2P2,28.47,6/20/2013
BSN0575985,BANK2P2,100.00,2/25/2014
BSN0567731,BANK2P2,65.69,6/19/2013
BSN0567718,BANK2P2,343.84,2/1/2013
BSN0576102,BANK2P2,300.00,8/1/2012
BSN0565993,BANK2P2,150.00,5/7/2013
BSN0566106,BANK2P2,378.71,6/21/2013
BSN0566292,BANK2P2,50.42,11/19/2013
BSN0568021,BANK2P2,84.57,7/25/2012
BSN0568100,BANK2P2,321.20,2/24/2014
BSN0569011,BANK2P2,280.40,4/26/2013
BSN0576902,BANK2P2,250.00,2/8/2013
BSN0567685,BANK2P2,35.99,11/23/2012
BSN0565438,BANK2P2,150.00,12/17/2013
BSN0497558,BANK2P2,133.20,12/10/2012
BSN0582881,BANK2P2,6549.51,1/20/2014
BSN0567134,BANK2P2,359.93,2/14/2014
BSN0566810,BANK2P2,100.00,12/25/2012
BSN0568207,BANK2P2,15.67,8/28/2013
BSN0578724,BANK2P2,130.00,2/22/2013
BSN0575276,BANK2P2,1000.00,11/13/2012
BSN0566418,BANK2P2,272.00,9/25/2013
BSN0508180,BANK2P2,25.51,5/31/2013
BSN0574476,BANK2P2,555.00,9/11/2013
BSN0579105,BANK2P2,175.00,1/25/2013
BSN0579926,BANK2P2,120.00,10/21/2013
BSN0550150,BANK2P2,112.39,5/6/2013
BSN0565576,BANK2P2,146.56,7/23/2012
BSN0566088,BANK2P2,872.16,2/25/2013
BSN0576915,BANK2P2,417.00,7/19/2013
BSN0570551,BANK2P2,97.28,7/24/2013
BSN0567724,BANK2P2,46.19,3/15/2013
BSN0568497,BANK2P2,25.00,7/15/2013
BSN0566272,BANK2P2,0.18,1/29/2014
BSN0569089,BANK2P2,187.20,9/23/2013
BSN0483833,BANK2P2,1691.92,1/23/2013
BSN0566698,BANK2P2,95.99,12/26/2012
BSN0567245,BANK2P2,12.99,12/26/2013
BSN0570192,BANK2P2,200.00,10/10/2012
BSN0574272,BANK2P2,200.00,9/9/2013
BSN0572619,BANK2P2,1000.00,1/29/2013
BSN0567172,BANK2P2,417.55,7/27/2012
BSN0578578,BANK2P2,40.79,11/8/2012
BSN0583662,BANK2P2,167.27,8/9/2012
BSN0568129,BANK2P2,454.32,9/20/2012
BSN0577156,BANK2P2,325.00,8/7/2012
BSN0578195,BANK2P2,485.00,4/26/2013
BSN0578113,BANK2P2,84.64,2/3/2014
BSN0571493,BANK2P2,2500.00,5/10/2013
BSN0573731,BANK2P2,150.00,8/15/2013
BSN0568253,BANK2P2,33.26,10/21/2013
BSN0565431,BANK2P2,65.29,2/7/2014
BSN0570850,BANK2P2,148.48,1/25/2013
BSN0268371,BANK2P2,76.74,12/18/2013
BSN0568236,BANK2P2,14.17,1/9/2014
BSN0568129,BANK2P2,69.25,5/27/2013
BSN0568135,BANK2P2,122.35,1/28/2013
BSN0569655,BANK2P2,314.65,5/7/2013
BSN0531515,BANK2P2,114.28,11/8/2012
BSN0565402,BANK2P2,381.66,9/7/2012
BSN0577733,BANK2P2,932.91,9/18/2013
BSN0572981,BANK2P2,322.41,3/21/2013
BSN0578399,BANK2P2,1250.00,3/27/2013
BSN0566083,BANK2P2,348.20,6/6/2013
BSN0462726,BANK2P2,181.60,10/10/2012
BSN0577752,BANK2P2,600.00,10/24/2012
BSN0581146,BANK2P2,200.00,10/25/2013
BSN0575174,BANK2P2,270.00,9/10/2013
BSN0572787,BANK2P2,1842.61,4/24/2013
BSN0570522,BANK2P2,175.17,10/21/2013
BSN0566552,BANK2P2,505.61,8/23/2012
BSN0583852,BANK2P2,100.00,9/30/2013
BSN0579899,BANK2P2,100.00,2/25/2013
BSN0508180,BANK2P2,27.74,2/21/2014
BSN0566438,BANK2P2,500.00,9/13/2012
BSN0569772,BANK2P2,110.00,3/25/2013
BSN0511036,BANK2P2,63.49,10/17/2012
BSN0567883,BANK2P2,240.00,6/13/2012
BSN0572217,BANK2P2,230.00,7/8/2013
BSN0567658,BANK2P2,231.63,8/27/2013
BSN0569071,BANK2P2,44.43,1/2/2014
BSN0583131,BANK2P2,100.00,12/9/2013
BSN0565935,BANK2P2,308.64,2/7/2014
BSN0576761,BANK2P2,200.00,3/1/2013
BSN0568070,BANK2P2,500.00,12/28/2012
BSN0574382,BANK2P2,45.00,10/23/2012
BSN0568991,BANK2P2,190.89,3/8/2013
BSN0508180,BANK2P2,413.50,1/22/2014
BSN0565846,BANK2P2,44.33,9/17/2013
BSN0565738,BANK2P2,113.81,2/4/2014
BSN0558589,BANK2P2,2851.72,1/23/2013
BSN0578836,BANK2P2,533.80,6/22/2012
BSN0565987,BANK2P2,705.40,6/13/2012
BSN0571077,BANK2P2,34.14,8/6/2013
BSN0549080,BANK2P2,99.24,7/1/2013
BSN0578202,BANK2P2,150.00,10/31/2013
BSN0565494,BANK2P2,200.00,3/7/2013
BSN0570134,BANK2P2,340.00,10/15/2012
BSN0569655,BANK2P2,20.35,8/2/2013
BSN0566104,BANK2P2,8000.00,7/5/2012
BSN0377944,BANK2P2,177.54,6/13/2013
BSN0566880,BANK2P2,50.65,1/4/2013
BSN0566427,BANK2P2,200.00,10/15/2012
BSN0575154,BANK2P2,120.00,3/5/2013
BSN0566924,BANK2P2,453.64,4/25/2013
BSN0566451,BANK2P2,45.73,6/21/2013
BSN0566265,BANK2P2,65.58,12/13/2012
BSN0577644,BANK2P2,696.00,11/15/2012
BSN0569723,BANK2P2,400.00,4/26/2013
BSN0570723,BANK2P2,200.00,7/18/2012
BSN0572676,BANK2P2,48.53,7/3/2013
BSN0565883,BANK2P2,4800.00,9/20/2013
BSN0567735,BANK2P2,200.00,7/1/2013
BSN0397741,BANK2P2,107.92,9/5/2013
BSN0583396,BANK2P2,100.00,8/29/2012
BSN0579115,BANK2P2,200.00,8/31/2012
BSN0483833,BANK2P2,140.99,4/19/2013
BSN0584010,BANK2P2,633.13,10/16/2012
BSN0573917,BANK2P2,300.00,5/20/2013
BSN0578840,BANK2P2,450.00,12/10/2012
BSN0574324,BANK2P2,235.10,12/12/2012
BSN0567779,BANK2P2,427.90,8/7/2012
BSN0566118,BANK2P2,140.00,7/4/2013
BSN0567001,BANK2P2,474.00,12/24/2012
BSN0551432,BANK2P2,142.04,3/21/2013
BSN0566271,BANK2P2,300.00,8/3/2012
BSN0571461,BANK2P2,88.75,7/23/2013
BSN0571683,BANK2P2,233.03,2/4/2014
BSN0579553,BANK2P2,70.00,8/26/2013
BSN0147989,BANK2P2,184.89,1/10/2014
BSN0571041,BANK2P2,500.00,2/22/2013
BSN0574439,BANK2P2,24.15,11/22/2013
BSN0570507,BANK2P2,504.61,11/20/2013
BSN0567867,BANK2P2,200.00,1/13/2014
BSN0566003,BANK2P2,15.71,11/25/2013
BSN0537923,BANK2P2,98.47,6/13/2012
BSN0568304,BANK2P2,467.30,1/30/2013
BSN0571674,BANK2P2,6.87,9/26/2013
BSN0565444,BANK2P2,400.00,2/26/2013
BSN0566679,BANK2P2,152.40,10/31/2013
BSN0567501,BANK2P2,566.04,1/21/2013
BSN0566301,BANK2P2,62.47,9/30/2013
BSN0574273,BANK2P2,353.12,1/17/2014
BSN0566207,BANK2P2,550.00,12/13/2012
BSN0571397,BANK2P2,150.00,8/27/2013
BSN0565492,BANK2P2,612.00,4/29/2013
BSN0579663,BANK2P2,100.00,5/13/2013
BSN0576142,BANK2P2,200.00,10/19/2012
BSN0099554,BANK2P2,7650.00,8/1/2012
BSN0576257,BANK2P2,395.00,7/8/2013
BSN0567818,BANK2P2,7.31,5/27/2013
BSN0574756,BANK2P2,250.00,10/17/2012
BSN0573867,BANK2P2,323.77,1/15/2013
BSN0579574,BANK2P2,500.00,1/29/2013
BSN0579765,BANK2P2,58.86,10/30/2013
BSN0566424,BANK2P2,53.02,12/17/2013
BSN0566713,BANK2P2,1125.30,10/22/2013
BSN0566143,BANK2P2,67.55,2/24/2014
BSN0569726,BANK2P2,330.00,5/2/2013
BSN0582316,BANK2P2,300.00,12/2/2013
BSN0568468,BANK2P2,475.30,10/22/2013
BSN0569251,BANK2P2,150.00,11/29/2013
BSN0565493,BANK2P2,66.87,4/29/2013
BSN0569189,BANK2P2,525.80,1/20/2014
BSN0567973,BANK2P2,701.70,10/23/2012
BSN0566143,BANK2P2,398.64,1/22/2013
BSN0565976,BANK2P2,186.90,5/17/2013
BSN0580797,BANK2P2,365.00,12/28/2012
BSN0577943,BANK2P2,100.00,7/23/2012
BSN0489903,BANK2P2,56.77,2/19/2013
BSN0529989,BANK2P2,8.99,7/29/2013
BSN0566608,BANK2P2,288.75,6/28/2013
BSN0565926,BANK2P2,454.40,1/29/2013
BSN0567629,BANK2P2,104.67,7/17/2012
BSN0006322,BANK2P2,556.82,5/2/2013
BSN0551401,BANK2P2,136.73,5/15/2013
BSN0565301,BANK2P2,354.34,10/23/2012
BSN0568259,BANK2P2,953.40,7/31/2012
BSN0534066,BANK2P2,158.80,9/4/2012
BSN0568326,BANK2P2,500.00,2/20/2014
BSN0566218,BANK2P2,171.46,9/24/2013
BSN0568520,BANK2P2,12448.92,2/1/2013
BSN0418008,BANK2P2,155.31,7/31/2013
BSN0566746,BANK2P2,471.00,6/13/2012
BSN0576489,BANK2P2,21.72,5/24/2013
BSN0567189,BANK2P2,3000.00,2/6/2013
BSN0574916,BANK2P2,210.00,10/7/2013
BSN0572986,BANK2P2,121.14,9/24/2012
BSN0565331,BANK2P2,74.19,1/14/2013
BSN0566003,BANK2P2,113.71,1/7/2013
BSN0577560,BANK2P2,300.00,10/11/2012
BSN0573113,BANK2P2,200.00,12/17/2012
BSN0566084,BANK2P2,23.18,1/22/2014
BSN0580194,BANK2P2,300.00,2/7/2013
BSN0571393,BANK2P2,195.00,2/5/2013
BSN0058208,BANK2P2,26.93,6/27/2013
BSN0566816,BANK2P2,345.49,11/20/2013
BSN0478575,BANK2P2,307.61,5/29/2013
BSN0566418,BANK2P2,1130.40,1/23/2014
BSN0581001,BANK2P2,250.00,1/23/2014
BSN0569550,BANK2P2,100.00,7/19/2013
BSN0568497,BANK2P2,292.92,5/29/2013
BSN0566900,BANK2P2,200.00,9/24/2013
BSN0573022,BANK2P2,400.00,10/23/2013
BSN0565898,BANK2P2,250.43,4/19/2013
BSN0569215,BANK2P2,8000.00,11/22/2013
BSN0569214,BANK2P2,254.00,6/19/2013
BSN0566340,BANK2P2,355.68,3/14/2013
BSN0569324,BANK2P2,431.00,9/4/2012
BSN0567833,BANK2P2,175.31,8/1/2012
BSN0397770,BANK2P2,317.04,1/20/2014
BSN0568406,BANK2P2,200.00,5/28/2013
BSN0572779,BANK2P2,297.30,1/29/2013
BSN0566265,BANK2P2,3.61,5/14/2013
BSN0574572,BANK2P2,68.67,3/25/2013
BSN0579842,BANK2P2,520.00,10/15/2012
BSN0570337,BANK2P2,527.00,4/17/2013
BSN0570772,BANK2P2,10.30,9/4/2013
BSN0566451,BANK2P2,98.46,11/14/2013
BSN0568691,BANK2P2,3000.00,10/11/2013
BSN0569881,BANK2P2,1926.23,10/9/2013
BSN0565409,BANK2P2,229.05,12/30/2013
BSN0460522,BANK2P2,290.97,6/13/2012
BSN0570825,BANK2P2,300.00,7/30/2013
BSN0565329,BANK2P2,47.26,6/17/2013
BSN0580320,BANK2P2,165.00,4/5/2013
BSN0571418,BANK2P2,280.62,12/26/2013
BSN0573529,BANK2P2,100.00,7/23/2013
BSN0574208,BANK2P2,250.00,3/20/2013
BSN0556789,BANK2P2,286.82,11/16/2012
BSN0567010,BANK2P2,1082.15,1/25/2013
BSN0581054,BANK2P2,178.00,12/21/2012
BSN0574572,BANK2P2,143.98,11/30/2012
BSN0568147,BANK2P2,375.00,11/14/2013
BSN0330257,BANK2P2,329.20,6/13/2012
BSN0403956,BANK2P2,3288.00,6/13/2012
BSN0573008,BANK2P2,236.28,7/19/2013
BSN0565684,BANK2P2,131.67,3/25/2013
BSN0567317,BANK2P2,701.91,12/23/2013
BSN0565826,BANK2P2,575.00,7/6/2012
BSN0570017,BANK2P2,750.00,1/21/2013
BSN0574085,BANK2P2,183.06,10/8/2012
BSN0583622,BANK2P2,250.00,10/22/2012
BSN0565798,BANK2P2,132.43,1/17/2013
BSN0572378,BANK2P2,71.30,11/30/2012
BSN0018425,BANK2P2,241.53,2/13/2014
BSN0574897,BANK2P2,200.00,12/26/2012
BSN0574402,BANK2P2,304.00,5/6/2013
BSN0570432,BANK2P2,443.10,1/29/2014
BSN0567726,BANK2P2,620.00,6/21/2013
BSN0569663,BANK2P2,688.23,4/25/2013
BSN0580859,BANK2P2,400.00,2/7/2013
BSN0573606,BANK2P2,175.00,11/16/2012
BSN0576824,BANK2P2,166.75,10/9/2012
BSN0571663,BANK2P2,9.17,2/21/2014
BSN0569314,BANK2P2,300.00,4/24/2013
BSN0575366,BANK2P2,35.53,5/24/2013
BSN0569798,BANK2P2,206.24,1/22/2014
BSN0228779,BANK2P2,81.13,2/21/2014
BSN0567959,BANK2P2,38.33,5/28/2013
BSN0565499,BANK2P2,230.16,1/6/2014
BSN0566010,BANK2P2,250.66,9/18/2013
BSN0569834,BANK2P2,520.00,9/2/2013
BSN0568026,BANK2P2,305.18,3/11/2013
BSN0566949,BANK2P2,104.56,11/28/2012
BSN0566822,BANK2P2,1151.03,1/25/2013
BSN0575174,BANK2P2,120.00,7/12/2013
BSN0574383,BANK2P2,300.00,8/21/2013
BSN0542859,BANK2P2,13.92,8/19/2013
BSN0569071,BANK2P2,115.57,8/19/2013
BSN0570239,BANK2P2,1070.27,2/6/2013
BSN0569007,BANK2P2,389.53,4/29/2013
BSN0573659,BANK2P2,10.19,7/5/2013
BSN0578511,BANK2P2,100.00,10/30/2013
BSN0567677,BANK2P2,500.27,2/21/2014
BSN0568897,BANK2P2,32.32,1/27/2014
BSN0565642,BANK2P2,891.02,11/30/2012
BSN0572449,BANK2P2,800.00,8/20/2013
BSN0410358,BANK2P2,32.06,5/2/2013
BSN0569343,BANK2P2,177.63,6/26/2013
BSN0566753,BANK2P2,255.59,9/4/2013
BSN0570820,BANK2P2,100.00,9/11/2013
BSN0567305,BANK2P2,150.00,6/13/2012
BSN0577742,BANK2P2,150.00,2/28/2013
BSN0567677,BANK2P2,500.27,3/20/2013
BSN0576552,BANK2P2,300.00,8/13/2012
BSN0565445,BANK2P2,5.69,12/27/2012
BSN0567031,BANK2P2,231.29,6/13/2012
BSN0566694,BANK2P2,126.29,1/31/2013
BSN0531902,BANK2P2,46.80,11/1/2012
BSN0214358,BANK2P2,6938.84,11/9/2012
BSN0475472,BANK2P2,462.45,6/13/2012
BSN0566644,BANK2P2,1064.73,1/14/2013
BSN0567519,BANK2P2,105.00,7/10/2013
BSN0566272,BANK2P2,0.35,4/29/2013
BSN0569177,BANK2P2,197.20,9/10/2013
BSN0565640,BANK2P2,196.30,8/21/2013
BSN0569171,BANK2P2,700.00,2/26/2014
BSN0101110,BANK2P2,150.00,11/30/2012
BSN0579368,BANK2P2,13.38,5/22/2013
BSN0565572,BANK2P2,186.90,6/18/2013
BSN0567409,BANK2P2,46.22,3/28/2013
BSN0571497,BANK2P2,1050.00,4/5/2013
BSN0570383,BANK2P2,330.40,12/26/2012
BSN0567747,BANK2P2,146.22,12/24/2012
BSN0569826,BANK2P2,150.00,7/18/2013
BSN0500508,BANK2P2,856.84,8/1/2012
BSN0583622,BANK2P2,250.00,7/18/2013
BSN0565953,BANK2P2,8500.00,12/31/2012
BSN0566816,BANK2P2,321.66,3/19/2013
BSN0565880,BANK2P2,400.00,7/4/2013
BSN0565560,BANK2P2,51.14,10/25/2013
BSN0570348,BANK2P2,245.00,5/16/2013
BSN0492200,BANK2P2,80.09,12/18/2013
BSN0582988,BANK2P2,450.00,2/15/2013
BSN0577104,BANK2P2,200.00,8/31/2012
BSN0575532,BANK2P2,848.00,5/28/2013
BSN0291380,BANK2P2,143.66,5/22/2013
BSN0566563,BANK2P2,329.20,7/31/2012
BSN0566024,BANK2P2,415.14,9/21/2012
BSN0573515,BANK2P2,200.00,9/4/2013
BSN0460522,BANK2P2,121.26,5/17/2013
BSN0577987,BANK2P2,130.00,11/27/2013
BSN0565872,BANK2P2,330.60,5/29/2013
BSN0566613,BANK2P2,6500.00,12/3/2013
BSN0255449,BANK2P2,100.00,4/18/2013
BSN0574104,BANK2P2,200.00,11/16/2012
BSN0575111,BANK2P2,300.00,9/28/2012
BSN0568183,BANK2P2,188.10,8/17/2012
BSN0477161,BANK2P2,104.45,9/24/2013
BSN0566853,BANK2P2,987.26,11/26/2013
BSN0576030,BANK2P2,350.00,9/17/2013
BSN0579540,BANK2P2,200.00,11/22/2012
BSN0566172,BANK2P2,508.00,11/15/2012
BSN0567011,BANK2P2,218.55,3/15/2013
BSN0567475,BANK2P2,500.00,3/29/2013
BSN0548912,BANK2P2,1512.29,7/12/2013
BSN0570999,BANK2P2,150.00,2/25/2013
BSN0575775,BANK2P2,24.49,1/4/2013
BSN0566565,BANK2P2,7.32,7/3/2013
BSN0565960,BANK2P2,693.90,10/10/2013
BSN0573172,BANK2P2,1154.53,11/27/2013
BSN0566221,BANK2P2,21.82,9/30/2013
BSN0565439,BANK2P2,122.07,11/21/2013
BSN0567665,BANK2P2,560.70,6/26/2013
BSN0568959,BANK2P2,283.33,5/17/2013
BSN0567705,BANK2P2,40.67,9/18/2012
BSN0567108,BANK2P2,87.35,1/10/2013
BSN0583284,BANK2P2,3250.00,7/19/2012
BSN0571526,BANK2P2,600.00,6/28/2013
BSN0567827,BANK2P2,391.97,11/19/2013
BSN0565739,BANK2P2,46.84,7/30/2013
BSN0572279,BANK2P2,100.00,8/6/2012
BSN0574131,BANK2P2,200.00,8/19/2013
BSN0521940,BANK2P2,96.37,9/5/2012
BSN0567626,BANK2P2,215.48,8/15/2012
BSN0567025,BANK2P2,1648.80,12/21/2012
BSN0578373,BANK2P2,85.00,1/6/2014
BSN0303800,BANK2P2,45.87,6/3/2013
BSN0474751,BANK2P2,77.00,6/13/2012
BSN0572518,BANK2P2,251.67,1/31/2014
BSN0583385,BANK2P2,100.00,11/28/2013
BSN0577561,BANK2P2,240.00,6/24/2013
BSN0481432,BANK2P2,299.78,3/19/2013
BSN0577218,BANK2P2,63.95,5/16/2013
BSN0584043,BANK2P2,8500.00,6/27/2013
BSN0565935,BANK2P2,35.51,4/11/2013
BSN0566091,BANK2P2,54.67,1/27/2014
BSN0576614,BANK2P2,164.47,6/13/2012
BSN0580345,BANK2P2,110.00,7/11/2012
BSN0568292,BANK2P2,164.09,9/19/2012
BSN0571467,BANK2P2,100.00,7/30/2012
BSN0567077,BANK2P2,545.50,12/24/2012
BSN0565462,BANK2P2,486.53,6/13/2012
BSN0568945,BANK2P2,6.43,4/5/2013
BSN0463807,BANK2P2,100.00,12/10/2012
BSN0565960,BANK2P2,84.14,4/24/2013
BSN0581800,BANK2P2,650.00,3/7/2013
BSN0567171,BANK2P2,200.00,6/13/2012
BSN0567470,BANK2P2,380.81,7/5/2013
BSN0568882,BANK2P2,2229.95,10/16/2012
BSN0569838,BANK2P2,874.14,10/17/2012
BSN0566610,BANK2P2,96.81,7/15/2013
BSN0575623,BANK2P2,163.98,12/17/2013
BSN0566221,BANK2P2,141.91,1/10/2013
BSN0569314,BANK2P2,300.00,6/13/2012
BSN0571542,BANK2P2,3000.00,7/17/2012
BSN0574863,BANK2P2,93.00,2/28/2013
BSN0565421,BANK2P2,100.00,11/5/2012
BSN0582835,BANK2P2,400.00,5/9/2013
BSN0576977,BANK2P2,200.00,8/31/2012
BSN0582442,BANK2P2,470.00,8/29/2013
BSN0583131,BANK2P2,100.00,10/10/2013
BSN0576404,BANK2P2,1242.00,2/18/2013
BSN0513889,BANK2P2,131.25,9/11/2012
BSN0566424,BANK2P2,114.17,1/28/2013
BSN0567426,BANK2P2,40.47,5/17/2013
BSN0549811,BANK2P2,229.32,1/22/2013
BSN0475472,BANK2P2,150.25,9/11/2012
BSN0573867,BANK2P2,176.23,11/15/2012
BSN0582590,BANK2P2,200.00,4/15/2013
BSN0578034,BANK2P2,142.98,11/7/2013
BSN0568765,BANK2P2,560.70,4/18/2013
BSN0566824,BANK2P2,71.68,8/27/2013
BSN0568426,BANK2P2,96.04,9/4/2012
BSN0574436,BANK2P2,86.88,3/12/2013
BSN0567964,BANK2P2,550.00,2/17/2014
BSN0565801,BANK2P2,250.00,9/4/2013
BSN0567159,BANK2P2,204.10,9/24/2013
BSN0575900,BANK2P2,600.00,3/29/2013
BSN0574341,BANK2P2,2100.03,9/24/2012
BSN0567983,BANK2P2,243.00,7/12/2013
BSN0567944,BANK2P2,407.64,2/15/2013
BSN0582021,BANK2P2,500.00,9/24/2012
BSN0583043,BANK2P2,855.00,1/30/2013
BSN0565550,BANK2P2,46.94,7/18/2013
BSN0566761,BANK2P2,200.00,11/19/2012
BSN0576659,BANK2P2,135.00,8/29/2013
BSN0377944,BANK2P2,189.95,1/8/2014
BSN0582050,BANK2P2,100.00,12/9/2013
BSN0574033,BANK2P2,306.48,6/7/2013
BSN0572659,BANK2P2,5000.00,1/6/2014
BSN0321527,BANK2P2,145.09,1/28/2014
BSN0565321,BANK2P2,222.23,7/12/2013
BSN0566394,BANK2P2,66.73,9/26/2012
BSN0569898,BANK2P2,265.16,3/15/2013
BSN0579520,BANK2P2,600.00,2/21/2013
BSN0565539,BANK2P2,82.20,9/2/2013
BSN0568391,BANK2P2,272.56,12/26/2012
BSN0574028,BANK2P2,656.30,2/15/2013
BSN0475472,BANK2P2,231.16,12/5/2012
BSN0570304,BANK2P2,284.64,10/11/2013
BSN0573643,BANK2P2,151.18,9/9/2013
BSN0569842,BANK2P2,44.81,2/19/2014
BSN0568038,BANK2P2,163.89,11/21/2012
BSN0566537,BANK2P2,161.67,11/20/2013
BSN0565977,BANK2P2,2.91,6/12/2013
BSN0571217,BANK2P2,0.36,10/8/2013
BSN0571236,BANK2P2,100.00,6/13/2012
BSN0565654,BANK2P2,208.64,4/22/2013
BSN0565444,BANK2P2,400.00,12/25/2012
BSN0567867,BANK2P2,200.00,11/11/2013
BSN0344117,BANK2P2,1421.23,1/11/2013
BSN0569738,BANK2P2,213.76,9/5/2012
BSN0566106,BANK2P2,390.75,8/23/2013
BSN0567542,BANK2P2,220.00,12/12/2012
BSN0257883,BANK2P2,186.03,1/28/2013
BSN0565894,BANK2P2,5000.00,2/20/2014
BSN0579848,BANK2P2,350.00,10/22/2012
BSN0561183,BANK2P2,30.40,2/4/2014
BSN0511036,BANK2P2,174.26,6/13/2012
BSN0566003,BANK2P2,43.47,1/28/2014
BSN0568035,BANK2P2,454.80,3/28/2013
BSN0565929,BANK2P2,15.13,2/20/2014
BSN0569898,BANK2P2,239.28,6/13/2012
BSN0569188,BANK2P2,48.46,2/7/2014
BSN0566466,BANK2P2,150.00,6/20/2013
BSN0567823,BANK2P2,33.03,2/20/2014
BSN0565624,BANK2P2,119.81,1/22/2014
BSN0575648,BANK2P2,750.00,10/31/2012
BSN0376585,BANK2P2,219.23,11/21/2012
BSN0268371,BANK2P2,80.41,2/19/2014
BSN0565645,BANK2P2,186.90,2/22/2013
BSN0571279,BANK2P2,500.00,4/30/2013
BSN0572955,BANK2P2,1200.00,1/28/2013
BSN0575019,BANK2P2,142.00,8/29/2012
BSN0568148,BANK2P2,300.00,12/24/2012
BSN0566912,BANK2P2,93.62,1/23/2014
BSN0583358,BANK2P2,290.00,7/13/2012
BSN0566473,BANK2P2,20.69,4/18/2013
BSN0570007,BANK2P2,24.16,10/3/2013
BSN0579632,BANK2P2,42.52,7/23/2013
BSN0567315,BANK2P2,300.00,8/31/2012
BSN0566047,BANK2P2,340.10,6/13/2012
BSN0571739,BANK2P2,813.38,3/15/2013
BSN0567959,BANK2P2,461.67,5/28/2013
BSN0570348,BANK2P2,241.00,7/15/2013
BSN0569315,BANK2P2,760.00,1/18/2013
BSN0572731,BANK2P2,46.65,7/22/2013
BSN0566562,BANK2P2,151.43,1/13/2014
BSN0396533,BANK2P2,11.11,2/18/2013
BSN0523866,BANK2P2,5.50,7/17/2013
BSN0258481,BANK2P2,29.34,9/20/2013
BSN0290665,BANK2P2,25.95,4/24/2013
BSN0565411,BANK2P2,193.90,8/19/2013
BSN0575132,BANK2P2,1300.00,9/10/2012
BSN0567193,BANK2P2,262.50,7/15/2013
BSN0566657,BANK2P2,241.94,1/24/2014
BSN0565596,BANK2P2,3.80,7/23/2013
BSN0579684,BANK2P2,80.00,2/10/2014
BSN0565840,BANK2P2,104.11,7/17/2013
BSN0565374,BANK2P2,273.40,4/1/2013
BSN0582790,BANK2P2,300.00,8/29/2013
BSN0567295,BANK2P2,584.39,5/15/2013
BSN0570595,BANK2P2,350.00,2/25/2013
BSN0533441,BANK2P2,297.36,1/20/2014
BSN0147386,BANK2P2,825.61,1/17/2013
BSN0582266,BANK2P2,40.00,10/23/2012
BSN0413376,BANK2P2,934.50,2/5/2013
BSN0573920,BANK2P2,61.91,10/24/2013
BSN0493265,BANK2P2,56.49,8/21/2013
BSN0568046,BANK2P2,8.94,7/24/2013
BSN0568112,BANK2P2,99.72,2/15/2013
BSN0567680,BANK2P2,119.93,1/9/2014
BSN0321722,BANK2P2,180.20,6/13/2012
BSN0568027,BANK2P2,327.10,11/25/2013
BSN0571020,BANK2P2,150.00,1/17/2014
BSN0433255,BANK2P2,77.02,8/8/2012
BSN0567428,BANK2P2,59.47,6/14/2013
BSN0569510,BANK2P2,102.63,3/29/2013
BSN0413376,BANK2P2,303.80,5/16/2013
BSN0568014,BANK2P2,321.87,11/22/2013
BSN0576282,BANK2P2,185.00,4/1/2013
BSN0569823,BANK2P2,683.36,11/23/2012
BSN0302840,BANK2P2,94.10,6/13/2012
BSN0574377,BANK2P2,150.00,8/24/2012
BSN0567975,BANK2P2,564.30,11/21/2012
BSN0567680,BANK2P2,58.78,2/7/2014
BSN0567847,BANK2P2,917.91,4/16/2013
BSN0573008,BANK2P2,281.33,9/23/2013
BSN0566096,BANK2P2,134.24,3/15/2013
BSN0397770,BANK2P2,317.04,11/28/2012
BSN0318811,BANK2P2,106.84,9/10/2013
